Name,SUBDIVISION,YEAR,ANNUAL
ROW1169,West Uttar Pradesh,1922,1000.8
ROW1170,West Uttar Pradesh,1923,902.2
ROW1171,West Uttar Pradesh,1924,1064.1
ROW1172,West Uttar Pradesh,1925,943.9
ROW1173,West Uttar Pradesh,1926,917.1
ROW1174,West Uttar Pradesh,1927,934.2
ROW1175,West Uttar Pradesh,1928,644.6
ROW1176,West Uttar Pradesh,1929,650.4
ROW1177,West Uttar Pradesh,1930,788.4
ROW1178,West Uttar Pradesh,1931,930.8
ROW1179,West Uttar Pradesh,1932,705.9
ROW1180,West Uttar Pradesh,1933,1035.5
ROW1181,West Uttar Pradesh,1934,897.7
ROW1182,West Uttar Pradesh,1935,784.7
ROW1183,West Uttar Pradesh,1936,1218.6
ROW1184,West Uttar Pradesh,1937,676.9
ROW1185,West Uttar Pradesh,1938,730.4
ROW1186,West Uttar Pradesh,1939,721.1
ROW1187,West Uttar Pradesh,1940,783.9
ROW1188,West Uttar Pradesh,1941,516.3
ROW1189,West Uttar Pradesh,1942,1088.2
ROW1190,West Uttar Pradesh,1943,850.4
ROW1191,West Uttar Pradesh,1944,770.4
ROW1192,West Uttar Pradesh,1945,966
ROW1193,West Uttar Pradesh,1946,896.8
ROW1194,West Uttar Pradesh,1947,809
ROW1195,West Uttar Pradesh,1948,1028.1
ROW1196,West Uttar Pradesh,1949,906.6
ROW1197,West Uttar Pradesh,1950,834.1
ROW1198,West Uttar Pradesh,1951,728.8
ROW1199,West Uttar Pradesh,1952,875.3
ROW1200,West Uttar Pradesh,1953,761.6
ROW1201,West Uttar Pradesh,1954,879.2
ROW1202,West Uttar Pradesh,1955,1060.9
ROW1203,West Uttar Pradesh,1956,1064.5
ROW1204,West Uttar Pradesh,1957,1005.2
ROW1205,West Uttar Pradesh,1958,1165.4
ROW1206,West Uttar Pradesh,1959,768.3
ROW1207,West Uttar Pradesh,1960,1129.6
ROW1208,West Uttar Pradesh,1961,1198.1
ROW1209,West Uttar Pradesh,1962,798.2
ROW1210,West Uttar Pradesh,1963,929.7
ROW1211,West Uttar Pradesh,1964,1002
ROW1212,West Uttar Pradesh,1965,673.6
ROW1213,West Uttar Pradesh,1966,756.1
ROW1214,West Uttar Pradesh,1967,1157.1
ROW1215,West Uttar Pradesh,1968,693.1
ROW1216,West Uttar Pradesh,1969,878.1
ROW1217,West Uttar Pradesh,1970,863.9
ROW1218,West Uttar Pradesh,1971,1002.9
ROW1219,West Uttar Pradesh,1972,585.1
ROW1220,West Uttar Pradesh,1973,806
ROW1221,West Uttar Pradesh,1974,668.9
ROW1222,West Uttar Pradesh,1975,989.4
ROW1223,West Uttar Pradesh,1976,653
ROW1224,West Uttar Pradesh,1977,994.4
ROW1225,West Uttar Pradesh,1978,1244
ROW1226,West Uttar Pradesh,1979,558
ROW1227,West Uttar Pradesh,1980,984.6
ROW1228,West Uttar Pradesh,1981,739.5
ROW1229,West Uttar Pradesh,1982,969
ROW1230,West Uttar Pradesh,1983,1191.7
ROW1231,West Uttar Pradesh,1984,781.2
ROW1232,West Uttar Pradesh,1985,957.2
ROW1233,West Uttar Pradesh,1986,715.3
ROW1234,West Uttar Pradesh,1987,466.9
ROW1235,West Uttar Pradesh,1988,1035.5
ROW1236,West Uttar Pradesh,1989,657.4
ROW1237,West Uttar Pradesh,1990,958.2
ROW1238,West Uttar Pradesh,1991,748.8
ROW1239,West Uttar Pradesh,1992,820.7
ROW1240,West Uttar Pradesh,1993,772.1
ROW1241,West Uttar Pradesh,1994,807
ROW1242,West Uttar Pradesh,1995,826.9
ROW1243,West Uttar Pradesh,1996,941.1
ROW1244,West Uttar Pradesh,1997,445.2
ROW1245,West Uttar Pradesh,1998,867.3
ROW1246,West Uttar Pradesh,1999,786.4
ROW1247,West Uttar Pradesh,2000,771.3
ROW1248,West Uttar Pradesh,2001,661.7
ROW1249,West Uttar Pradesh,2002,625.2
ROW1250,West Uttar Pradesh,2003,1047.4
ROW1251,West Uttar Pradesh,2004,642.4
ROW1252,West Uttar Pradesh,2005,725.6
ROW1253,West Uttar Pradesh,2006,529.2
ROW1254,West Uttar Pradesh,2007,572.5
ROW1255,West Uttar Pradesh,2008,799.6
ROW1256,West Uttar Pradesh,2009,549.2
ROW1257,West Uttar Pradesh,2010,820.6
ROW1258,West Uttar Pradesh,2011,777.3
ROW1259,West Uttar Pradesh,2012,389.6
ROW1260,West Uttar Pradesh,2013,932.7
ROW1261,West Uttar Pradesh,2014,486.8
ROW1262,West Uttar Pradesh,2015,582.8
ROW1263,West Uttar Pradesh,2016,693
ROW1264,West Uttar Pradesh,2017,585.3
ROW1265,Uttarakhand,1901,1562.4
ROW1266,Uttarakhand,1902,1324.1
ROW1267,Uttarakhand,1903,1306.7
ROW1268,Uttarakhand,1904,1492.1
ROW1269,Uttarakhand,1905,1302.2
ROW1270,Uttarakhand,1906,1538
ROW1271,Uttarakhand,1907,1194.3
ROW1272,Uttarakhand,1908,1256.1
ROW1273,Uttarakhand,1909,1717.8
ROW1274,Uttarakhand,1910,1963.9
ROW1275,Uttarakhand,1911,1542.9
ROW1276,Uttarakhand,1912,1394.3
ROW1277,Uttarakhand,1913,1137.6
ROW1278,Uttarakhand,1914,1940.9
ROW1279,Uttarakhand,1915,1601.2
ROW1280,Uttarakhand,1916,1678.7
ROW1281,Uttarakhand,1917,2103
ROW1282,Uttarakhand,1918,1215.4
ROW1283,Uttarakhand,1919,1583.3
ROW1284,Uttarakhand,1920,1328.5
ROW1285,Uttarakhand,1921,1848.8
ROW1286,Uttarakhand,1922,1860.1
ROW1287,Uttarakhand,1923,1582.9
ROW1288,Uttarakhand,1924,1927.1
ROW1289,Uttarakhand,1925,1535
ROW1290,Uttarakhand,1926,1381.3
ROW1291,Uttarakhand,1927,1649.8
ROW1292,Uttarakhand,1928,1241.8
ROW1293,Uttarakhand,1929,1212.1
ROW1294,Uttarakhand,1930,1271.2
ROW1295,Uttarakhand,1931,1334.2
ROW1296,Uttarakhand,1932,1369.7
ROW1297,Uttarakhand,1933,1595.8
ROW1298,Uttarakhand,1934,1339.1
ROW1299,Uttarakhand,1935,1137.1
ROW1300,Uttarakhand,1936,1912.3
ROW1301,Uttarakhand,1937,1533.5
ROW1302,Uttarakhand,1938,1529.2
ROW1303,Uttarakhand,1939,1142.7
ROW1304,Uttarakhand,1940,1223.8
ROW1305,Uttarakhand,1941,1061.6
ROW1306,Uttarakhand,1942,1711.5
ROW1307,Uttarakhand,1943,1366.5
ROW1308,Uttarakhand,1944,1198.8
ROW1309,Uttarakhand,1945,1647.9
ROW1310,Uttarakhand,1946,1526.7
ROW1311,Uttarakhand,1947,1360
ROW1312,Uttarakhand,1948,1535.5
ROW1313,Uttarakhand,1949,1412.2
ROW1314,Uttarakhand,1950,1584.1
ROW1315,Uttarakhand,1951,1174.5
ROW1316,Uttarakhand,1952,1477.8
ROW1317,Uttarakhand,1953,1565.9
ROW1318,Uttarakhand,1954,1862.8
ROW1319,Uttarakhand,1955,1667
ROW1320,Uttarakhand,1956,1942.9
ROW1321,Uttarakhand,1957,1780.7
ROW1322,Uttarakhand,1958,1499
ROW1323,Uttarakhand,1959,1742.9
ROW1324,Uttarakhand,1960,1540.1
ROW1325,Uttarakhand,1961,1948.2
ROW1326,Uttarakhand,1962,1647.6
ROW1327,Uttarakhand,1963,1801.9
ROW1328,Uttarakhand,1964,1769.5
ROW1329,Uttarakhand,1965,1305.7
ROW1330,Uttarakhand,1966,1465.9
ROW1331,Uttarakhand,1967,1556.1
ROW1332,Uttarakhand,1968,1478.5
ROW1333,Uttarakhand,1969,1635.8
ROW1334,Uttarakhand,1970,1293.4
ROW1335,Uttarakhand,1971,1803.6
ROW1336,Uttarakhand,1972,1077.9
ROW1337,Uttarakhand,1973,1239.6
ROW1338,Uttarakhand,1974,1161.6
ROW1339,Uttarakhand,1975,1580.2
ROW1340,Uttarakhand,1976,986.3
ROW1341,Uttarakhand,1977,1416.3
ROW1342,Uttarakhand,1978,2031.4
ROW1343,Uttarakhand,1979,1072.3
ROW1344,Uttarakhand,1980,1333.4
ROW1345,Uttarakhand,1981,1356.3
ROW1346,Uttarakhand,1982,1372.1
ROW1347,Uttarakhand,1983,1525.2
ROW1348,Uttarakhand,1984,1339.1
ROW1349,Uttarakhand,1985,1653.6
ROW1350,Uttarakhand,1986,1514.4
ROW1351,Uttarakhand,1987,987.2
ROW1352,Uttarakhand,1988,1602.4
ROW1353,Uttarakhand,1989,1263.6
ROW1354,Uttarakhand,1990,1565
ROW1355,Uttarakhand,1991,1020.7
ROW1356,Uttarakhand,1992,1108.1
ROW1357,Uttarakhand,1993,1594
ROW1358,Uttarakhand,1994,1441.8
ROW1359,Uttarakhand,1995,1616.1
ROW1360,Uttarakhand,1996,1401.4
ROW1361,Uttarakhand,1997,803.5
ROW1362,Uttarakhand,1998,1198.6
ROW1363,Uttarakhand,1999,1185.6
ROW1364,Uttarakhand,2000,1712.8
ROW1365,Uttarakhand,2001,1544.4
ROW1366,Uttarakhand,2002,1574.7
ROW1367,Uttarakhand,2003,1734.4
ROW1368,Uttarakhand,2004,1219.6
ROW1369,Uttarakhand,2005,1348.2
ROW1370,Uttarakhand,2006,1178.9
ROW1371,Uttarakhand,2007,1924.4
ROW1372,Uttarakhand,2008,1363.6
ROW1373,Uttarakhand,2009,847.6
ROW1374,Uttarakhand,2010,1424
ROW1375,Uttarakhand,2011,1564.6
ROW1376,Uttarakhand,2012,1223.9
ROW1377,Uttarakhand,2013,1735.3
ROW1378,Uttarakhand,2014,1287.5
ROW1379,Uttarakhand,2015,1247.6
ROW1380,Uttarakhand,2016,1308.6
ROW1381,Uttarakhand,2017,1475.8
ROW1382,Haryana Delhi & Chandigarh,1901,390.2
ROW1383,Haryana Delhi & Chandigarh,1902,419.7
ROW1384,Haryana Delhi & Chandigarh,1903,428.9
ROW1385,Haryana Delhi & Chandigarh,1904,527.5
ROW1386,Haryana Delhi & Chandigarh,1905,322.8
ROW1387,Haryana Delhi & Chandigarh,1906,593.7
ROW1388,Haryana Delhi & Chandigarh,1907,443.9
ROW1389,Haryana Delhi & Chandigarh,1908,689
ROW1390,Haryana Delhi & Chandigarh,1909,769.4
ROW1391,Haryana Delhi & Chandigarh,1910,605.2
ROW1392,Haryana Delhi & Chandigarh,1911,509.7
ROW1393,Haryana Delhi & Chandigarh,1912,529.2
ROW1394,Haryana Delhi & Chandigarh,1913,508.5
ROW1395,Haryana Delhi & Chandigarh,1914,664.7
ROW1396,Haryana Delhi & Chandigarh,1915,422.4
ROW1397,Haryana Delhi & Chandigarh,1916,629.2
ROW1398,Haryana Delhi & Chandigarh,1917,986.8
ROW1399,Haryana Delhi & Chandigarh,1918,234.6
ROW1400,Haryana Delhi & Chandigarh,1919,553.8
ROW1401,Haryana Delhi & Chandigarh,1920,368.8
ROW1402,Haryana Delhi & Chandigarh,1921,446.4
ROW1403,Haryana Delhi & Chandigarh,1922,552.7
ROW1404,Haryana Delhi & Chandigarh,1923,581.5
ROW1405,Haryana Delhi & Chandigarh,1924,654.8
ROW1406,Haryana Delhi & Chandigarh,1925,557.1
ROW1407,Haryana Delhi & Chandigarh,1926,616
ROW1408,Haryana Delhi & Chandigarh,1927,502.4
ROW1409,Haryana Delhi & Chandigarh,1928,388.2
ROW1410,Haryana Delhi & Chandigarh,1929,306.6
ROW1411,Haryana Delhi & Chandigarh,1930,500.6
ROW1412,Haryana Delhi & Chandigarh,1931,519
ROW1413,Haryana Delhi & Chandigarh,1932,439.9
ROW1414,Haryana Delhi & Chandigarh,1933,856.9
ROW1415,Haryana Delhi & Chandigarh,1934,501.3
ROW1416,Haryana Delhi & Chandigarh,1935,568.4
ROW1417,Haryana Delhi & Chandigarh,1936,511.1
ROW1418,Haryana Delhi & Chandigarh,1937,481.6
ROW1419,Haryana Delhi & Chandigarh,1938,278.9
ROW1420,Haryana Delhi & Chandigarh,1939,310.3
ROW1421,Haryana Delhi & Chandigarh,1940,395.7
ROW1422,Haryana Delhi & Chandigarh,1941,363.9
ROW1423,Haryana Delhi & Chandigarh,1942,804.4
ROW1424,Haryana Delhi & Chandigarh,1943,407.9
ROW1425,Haryana Delhi & Chandigarh,1944,484.3
ROW1426,Haryana Delhi & Chandigarh,1945,654.7
ROW1427,Haryana Delhi & Chandigarh,1946,437.7
ROW1428,Haryana Delhi & Chandigarh,1947,464.6
ROW1429,Haryana Delhi & Chandigarh,1948,592
ROW1430,Haryana Delhi & Chandigarh,1949,485.3
ROW1431,Haryana Delhi & Chandigarh,1950,551.2
ROW1432,Haryana Delhi & Chandigarh,1951,338.2
ROW1433,Haryana Delhi & Chandigarh,1952,556.5
ROW1434,Haryana Delhi & Chandigarh,1953,561.8
ROW1435,Haryana Delhi & Chandigarh,1954,536.9
ROW1436,Haryana Delhi & Chandigarh,1955,694
ROW1437,Haryana Delhi & Chandigarh,1956,653.7
ROW1438,Haryana Delhi & Chandigarh,1957,617.2
ROW1439,Haryana Delhi & Chandigarh,1958,673
ROW1440,Haryana Delhi & Chandigarh,1959,485
ROW1441,Haryana Delhi & Chandigarh,1960,722.9
ROW1442,Haryana Delhi & Chandigarh,1961,627.8
ROW1443,Haryana Delhi & Chandigarh,1962,511
ROW1444,Haryana Delhi & Chandigarh,1963,521.7
ROW1445,Haryana Delhi & Chandigarh,1964,711
ROW1446,Haryana Delhi & Chandigarh,1965,381.9
ROW1447,Haryana Delhi & Chandigarh,1966,707.9
ROW1448,Haryana Delhi & Chandigarh,1967,839.9
ROW1449,Haryana Delhi & Chandigarh,1968,388.3
ROW1450,Haryana Delhi & Chandigarh,1969,477.2
ROW1451,Haryana Delhi & Chandigarh,1970,538.2
ROW1452,Haryana Delhi & Chandigarh,1971,636.8
ROW1453,Haryana Delhi & Chandigarh,1972,440.8
ROW1454,Haryana Delhi & Chandigarh,1973,527.1
ROW1455,Haryana Delhi & Chandigarh,1974,384.9
ROW1456,Haryana Delhi & Chandigarh,1975,622
ROW1457,Haryana Delhi & Chandigarh,1976,726.7
ROW1458,Haryana Delhi & Chandigarh,1977,740.1
ROW1459,Haryana Delhi & Chandigarh,1978,651.3
ROW1460,Haryana Delhi & Chandigarh,1979,341.5
ROW1461,Haryana Delhi & Chandigarh,1980,513.3
ROW1462,Haryana Delhi & Chandigarh,1981,493.3
ROW1463,Haryana Delhi & Chandigarh,1982,506.6
ROW1464,Haryana Delhi & Chandigarh,1983,744.5
ROW1465,Haryana Delhi & Chandigarh,1984,479.2
ROW1466,Haryana Delhi & Chandigarh,1985,572.4
ROW1467,Haryana Delhi & Chandigarh,1986,451
ROW1468,Haryana Delhi & Chandigarh,1987,318.6
ROW1469,Haryana Delhi & Chandigarh,1988,845.1
ROW1470,Haryana Delhi & Chandigarh,1989,416.5
ROW1471,Haryana Delhi & Chandigarh,1990,703.2
ROW1472,Haryana Delhi & Chandigarh,1991,393.8
ROW1473,Haryana Delhi & Chandigarh,1992,429.5
ROW1474,Haryana Delhi & Chandigarh,1993,523.7
ROW1475,Haryana Delhi & Chandigarh,1994,564.3
ROW1476,Haryana Delhi & Chandigarh,1995,819.2
ROW1477,Haryana Delhi & Chandigarh,1996,644.7
ROW1478,Haryana Delhi & Chandigarh,1997,668.6
ROW1479,Haryana Delhi & Chandigarh,1998,685.3
ROW1480,Haryana Delhi & Chandigarh,1999,344.5
ROW1481,Haryana Delhi & Chandigarh,2000,384.4
ROW1482,Haryana Delhi & Chandigarh,2001,485.4
ROW1483,Haryana Delhi & Chandigarh,2002,357.3
ROW1484,Haryana Delhi & Chandigarh,2003,597.4
ROW1485,Haryana Delhi & Chandigarh,2004,487.2
ROW1486,Haryana Delhi & Chandigarh,2005,519.4
ROW1487,Haryana Delhi & Chandigarh,2006,331
ROW1488,Haryana Delhi & Chandigarh,2007,446.6
ROW1489,Haryana Delhi & Chandigarh,2008,710.3
ROW1490,Haryana Delhi & Chandigarh,2009,395.3
ROW1491,Haryana Delhi & Chandigarh,2010,640.4
ROW1492,Haryana Delhi & Chandigarh,2011,512.1
ROW1493,Haryana Delhi & Chandigarh,2012,391.3
ROW1494,Haryana Delhi & Chandigarh,2013,461.3
ROW1495,Haryana Delhi & Chandigarh,2014,305.5
ROW1496,Haryana Delhi & Chandigarh,2015,435.5
ROW1497,Haryana Delhi & Chandigarh,2016,398.7
ROW1498,Haryana Delhi & Chandigarh,2017,421.7
ROW1499,Punjab,1901,523.3
ROW1500,Punjab,1902,397.9
ROW1501,Punjab,1903,570.9
ROW1502,Punjab,1904,451.5
ROW1503,Punjab,1905,434.1
ROW1504,Punjab,1906,677.5
ROW1505,Punjab,1907,589
ROW1506,Punjab,1908,740.5
ROW1507,Punjab,1909,845.7
ROW1508,Punjab,1910,616.4
ROW1509,Punjab,1911,505.8
ROW1510,Punjab,1912,536.4
ROW1511,Punjab,1913,561.1
ROW1512,Punjab,1914,794.4
ROW1513,Punjab,1915,421.6
ROW1514,Punjab,1916,588.4
ROW1515,Punjab,1917,1126.7
ROW1516,Punjab,1918,339.6
ROW1517,Punjab,1919,549.8
ROW1518,Punjab,1920,383.1
ROW1519,Punjab,1921,370.3
ROW1520,Punjab,1922,513.6
ROW1521,Punjab,1923,737.8
ROW1522,Punjab,1924,590.9
ROW1523,Punjab,1925,629.7
ROW1524,Punjab,1926,607.4
ROW1525,Punjab,1927,481.1
ROW1526,Punjab,1928,437.3
ROW1527,Punjab,1929,423
ROW1528,Punjab,1930,557.4
ROW1529,Punjab,1931,588.7
ROW1530,Punjab,1932,490.3
ROW1531,Punjab,1933,860.5
ROW1532,Punjab,1934,429.2
ROW1533,Punjab,1935,598
ROW1534,Punjab,1936,626.4
ROW1535,Punjab,1937,571.1
ROW1536,Punjab,1938,430.8
ROW1537,Punjab,1939,403.8
ROW1538,Punjab,1940,532.3
ROW1539,Punjab,1941,506.4
ROW1540,Punjab,1942,871.5
ROW1541,Punjab,1943,422.4
ROW1542,Punjab,1944,626.7
ROW1543,Punjab,1945,805.3
ROW1544,Punjab,1946,478
ROW1545,Punjab,1947,600.9
ROW1546,Punjab,1948,620.3
ROW1547,Punjab,1949,585
ROW1548,Punjab,1950,992
ROW1549,Punjab,1951,499.5
ROW1550,Punjab,1952,566
ROW1551,Punjab,1953,611.6
ROW1552,Punjab,1954,633.2
ROW1553,Punjab,1955,974.1
ROW1554,Punjab,1956,750.5
ROW1555,Punjab,1957,710.5
ROW1556,Punjab,1958,828
ROW1557,Punjab,1959,699.7
ROW1558,Punjab,1960,607
ROW1559,Punjab,1961,690.1
ROW1560,Punjab,1962,769.4
ROW1561,Punjab,1963,476.1
ROW1562,Punjab,1964,708.9
ROW1563,Punjab,1965,423.3
ROW1564,Punjab,1966,638.1
ROW1565,Punjab,1967,680.3
ROW1566,Punjab,1968,536.2
ROW1567,Punjab,1969,494.8
ROW1568,Punjab,1970,650.6
ROW1569,Punjab,1971,748.1
ROW1570,Punjab,1972,471.1
ROW1571,Punjab,1973,743.1
ROW1572,Punjab,1974,356.3
ROW1573,Punjab,1975,705.8
ROW1574,Punjab,1976,794.6
ROW1575,Punjab,1977,712.7
ROW1576,Punjab,1978,720.7
ROW1577,Punjab,1979,463.9
ROW1578,Punjab,1980,661.7
ROW1579,Punjab,1981,503.8
ROW1580,Punjab,1982,571.4
ROW1581,Punjab,1983,751
ROW1582,Punjab,1984,710.4
ROW1583,Punjab,1985,753
ROW1584,Punjab,1986,612
ROW1585,Punjab,1987,409.5
ROW1586,Punjab,1988,1222.6
ROW1587,Punjab,1989,480.4
ROW1588,Punjab,1990,754.7
ROW1589,Punjab,1991,475.8
ROW1590,Punjab,1992,478.1
ROW1591,Punjab,1993,582.9
ROW1592,Punjab,1994,580.9
ROW1593,Punjab,1995,869.2
ROW1594,Punjab,1996,589.6
ROW1595,Punjab,1997,690.1
ROW1596,Punjab,1998,588.6
ROW1597,Punjab,1999,364.6
ROW1598,Punjab,2000,405.3
ROW1599,Punjab,2001,441
ROW1600,Punjab,2002,274.7
ROW1601,Punjab,2003,424.8
ROW1602,Punjab,2004,351.8
ROW1603,Punjab,2005,552
ROW1604,Punjab,2006,647.7
ROW1605,Punjab,2007,594.8
ROW1606,Punjab,2008,717.2
ROW1607,Punjab,2009,361.1
ROW1608,Punjab,2010,451.5
ROW1609,Punjab,2011,705.1
ROW1610,Punjab,2012,493.5
ROW1611,Punjab,2013,586.6
ROW1612,Punjab,2014,382.9
ROW1613,Punjab,2015,510.8
ROW1614,Punjab,2016,444.1
ROW1615,Punjab,2017,497.5
ROW1616,Himachal Pradesh,1901,1345
ROW1617,Himachal Pradesh,1902,951.6
ROW1618,Himachal Pradesh,1903,993.4
ROW1619,Himachal Pradesh,1904,987.5
ROW1620,Himachal Pradesh,1905,930.2
ROW1621,Himachal Pradesh,1906,1317.4
ROW1622,Himachal Pradesh,1907,875.2
ROW1623,Himachal Pradesh,1908,987.5
ROW1624,Himachal Pradesh,1909,1077.1
ROW1625,Himachal Pradesh,1910,1406.9
ROW1626,Himachal Pradesh,1911,1333.9
ROW1627,Himachal Pradesh,1912,1207.6
ROW1628,Himachal Pradesh,1913,1119.3
ROW1629,Himachal Pradesh,1914,1735.9
ROW1630,Himachal Pradesh,1915,1236.8
ROW1631,Himachal Pradesh,1916,1172.1
ROW1632,Himachal Pradesh,1917,1703.5
ROW1633,Himachal Pradesh,1918,984.8
ROW1634,Himachal Pradesh,1919,1213.3
ROW1635,Himachal Pradesh,1920,1084.8
ROW1636,Himachal Pradesh,1921,1311.4
ROW1637,Himachal Pradesh,1922,1718.6
ROW1638,Himachal Pradesh,1923,1621
ROW1639,Himachal Pradesh,1924,1660.6
ROW1640,Himachal Pradesh,1925,1509.4
ROW1641,Himachal Pradesh,1926,1449.8
ROW1642,Himachal Pradesh,1927,1434.7
ROW1643,Himachal Pradesh,1928,1308.8
ROW1644,Himachal Pradesh,1929,1424.7
ROW1645,Himachal Pradesh,1930,1305.4
ROW1646,Himachal Pradesh,1931,1266.4
ROW1647,Himachal Pradesh,1932,1418.6
ROW1648,Himachal Pradesh,1933,1240.4
ROW1649,Himachal Pradesh,1934,982
ROW1650,Himachal Pradesh,1935,1028
ROW1651,Himachal Pradesh,1936,1157.9
ROW1652,Himachal Pradesh,1937,1464.9
ROW1653,Himachal Pradesh,1938,927.4
ROW1654,Himachal Pradesh,1939,877.6
ROW1655,Himachal Pradesh,1940,1088.6
ROW1656,Himachal Pradesh,1941,895.5
ROW1657,Himachal Pradesh,1942,1328.2
ROW1658,Himachal Pradesh,1943,1223.1
ROW1659,Himachal Pradesh,1944,1128.7
ROW1660,Himachal Pradesh,1945,1647
ROW1661,Himachal Pradesh,1946,1539
ROW1662,Himachal Pradesh,1947,1313.4
ROW1663,Himachal Pradesh,1948,1758.7
ROW1664,Himachal Pradesh,1949,1311.1
ROW1665,Himachal Pradesh,1950,1684.5
ROW1666,Himachal Pradesh,1951,1238.5
ROW1667,Himachal Pradesh,1952,1263.6
ROW1668,Himachal Pradesh,1953,1425.6
ROW1669,Himachal Pradesh,1954,1717.5
ROW1670,Himachal Pradesh,1955,1919.2
ROW1671,Himachal Pradesh,1956,1541.6
ROW1672,Himachal Pradesh,1957,1822.6
ROW1673,Himachal Pradesh,1958,1572.3
ROW1674,Himachal Pradesh,1959,1640.4
ROW1675,Himachal Pradesh,1960,1115.3
ROW1676,Himachal Pradesh,1961,1515.6
ROW1677,Himachal Pradesh,1962,1393.6
ROW1678,Himachal Pradesh,1963,1354.6
ROW1679,Himachal Pradesh,1964,1354
ROW1680,Himachal Pradesh,1965,1220.3
ROW1681,Himachal Pradesh,1966,1371
ROW1682,Himachal Pradesh,1967,1558.6
ROW1683,Himachal Pradesh,1968,1168.2
ROW1684,Himachal Pradesh,1969,1127.7
ROW1685,Himachal Pradesh,1970,1082.7
ROW1686,Himachal Pradesh,1971,1274.9
ROW1687,Himachal Pradesh,1972,842.3
ROW1688,Himachal Pradesh,1973,955.2
ROW1689,Himachal Pradesh,1974,776.3
ROW1690,Himachal Pradesh,1975,1054
ROW1691,Himachal Pradesh,1976,1179.5
ROW1692,Himachal Pradesh,1977,1245
ROW1693,Himachal Pradesh,1978,1371.2
ROW1694,Himachal Pradesh,1979,1021
ROW1695,Himachal Pradesh,1980,1154.9
ROW1696,Himachal Pradesh,1981,1147.2
ROW1697,Himachal Pradesh,1982,1423
ROW1698,Himachal Pradesh,1983,1189.6
ROW1699,Himachal Pradesh,1984,968.3
ROW1700,Himachal Pradesh,1985,1194
ROW1701,Himachal Pradesh,1986,1322.6
ROW1702,Himachal Pradesh,1987,1035.5
ROW1703,Himachal Pradesh,1988,1881.1
ROW1704,Himachal Pradesh,1989,1177.2
ROW1705,Himachal Pradesh,1990,1462.8
ROW1706,Himachal Pradesh,1991,1104.8
ROW1707,Himachal Pradesh,1992,1383.1
ROW1708,Himachal Pradesh,1993,1128.3
ROW1709,Himachal Pradesh,1994,1410.3
ROW1710,Himachal Pradesh,1995,1493.7
ROW1711,Himachal Pradesh,1996,1384.4
ROW1712,Himachal Pradesh,1997,1454.5
ROW1713,Himachal Pradesh,1998,1381.5
ROW1714,Himachal Pradesh,1999,1144.9
ROW1715,Himachal Pradesh,2000,1068.1
ROW1716,Himachal Pradesh,2001,991.8
ROW1717,Himachal Pradesh,2002,990.5
ROW1718,Himachal Pradesh,2003,1034.4
ROW1719,Himachal Pradesh,2004,878.3
ROW1720,Himachal Pradesh,2005,1248.5
ROW1721,Himachal Pradesh,2006,1218.4
ROW1722,Himachal Pradesh,2007,1034.4
ROW1723,Himachal Pradesh,2008,1114.3
ROW1724,Himachal Pradesh,2009,956.5
ROW1725,Himachal Pradesh,2010,1259.4
ROW1726,Himachal Pradesh,2011,1108.2
ROW1727,Himachal Pradesh,2012,951.7
ROW1728,Himachal Pradesh,2013,1212
ROW1729,Himachal Pradesh,2014,1008.9
ROW1730,Himachal Pradesh,2015,1210.5
ROW1731,Himachal Pradesh,2016,921.5
ROW1732,Himachal Pradesh,2017,1182.2
ROW1733,Jammu & Kashmir,1901,980
ROW1734,Jammu & Kashmir,1902,760.4
ROW1735,Jammu & Kashmir,1903,1286.7
ROW1736,Jammu & Kashmir,1904,982.1
ROW1737,Jammu & Kashmir,1905,1157.6
ROW1738,Jammu & Kashmir,1906,1193.1
ROW1739,Jammu & Kashmir,1907,1069.6
ROW1740,Jammu & Kashmir,1908,1227.4
ROW1741,Jammu & Kashmir,1909,1339.9
ROW1742,Jammu & Kashmir,1910,1109.6
ROW1743,Jammu & Kashmir,1911,1280.1
ROW1744,Jammu & Kashmir,1912,936.7
ROW1745,Jammu & Kashmir,1913,1000.2
ROW1746,Jammu & Kashmir,1914,1692.2
ROW1747,Jammu & Kashmir,1915,963.8
ROW1748,Jammu & Kashmir,1916,1034.3
ROW1749,Jammu & Kashmir,1917,1386.1
ROW1750,Jammu & Kashmir,1918,916.5
ROW1751,Jammu & Kashmir,1919,1189.2
ROW1752,Jammu & Kashmir,1920,889.9
ROW1753,Jammu & Kashmir,1921,1057.7
ROW1754,Jammu & Kashmir,1922,890.8
ROW1755,Jammu & Kashmir,1923,1264.3
ROW1756,Jammu & Kashmir,1924,1182
ROW1757,Jammu & Kashmir,1925,1013.3
ROW1758,Jammu & Kashmir,1926,1123.5
ROW1759,Jammu & Kashmir,1927,973
ROW1760,Jammu & Kashmir,1928,1291.1
ROW1761,Jammu & Kashmir,1929,1102.7
ROW1762,Jammu & Kashmir,1930,1168
ROW1763,Jammu & Kashmir,1931,954.9
ROW1764,Jammu & Kashmir,1932,1039.4
ROW1765,Jammu & Kashmir,1933,1187.7
ROW1766,Jammu & Kashmir,1934,803.1
ROW1767,Jammu & Kashmir,1935,1085.4
ROW1768,Jammu & Kashmir,1936,1140.9
ROW1769,Jammu & Kashmir,1937,939.8
